type,title,ingredients,oven_temp,directions,notes_on_texture,link,equipment_needed,flour_ratio,sugar_ratio,Butter_ratio,cleaned_texture,texture_category
Chocolate Chip Cookies,Soft Chocolate Chip Cookies,"1 1/2 cups all-purpose flour
1/2 teaspoon baking powder
1/2 teaspoon baking soda
1/4 teaspoon salt
1/2 cup butter, softened
1/2 cup granulated sugar
1/2 cup light brown sugar, firmly packed
1 large egg, room temperature
1 teaspoon vanilla extract
1 heaping cup semi-sweet chocolate chips or chunks (plus extra for topping)",350 F,"Preheat oven to 350°F and line two baking sheets with parchment paper or silicone mats.
Sift together flour, baking powder, baking soda, and salt, set aside.
In an electric mixer with paddle attachment, cream butter until pale and fluffy. Add granulated sugar and brown sugar, beat until smooth.
Add egg and vanilla, beat on low until blended, scraping down the sides.
Gradually add flour mixture and mix until just combined. Stir in chocolate chips.
Scoop heaping tablespoons of dough, roll into balls, and place on prepared baking sheets.
Bake for 10 minutes, then remove from oven and drop baking sheets on counter to release air bubbles.
Return to oven for 2 more minutes. Cool on sheets for 2 minutes before transferring to wire racks.","Soft and slightly chewy with crispy edges, air bubbles removed for a smooth texture.",https://www.culinaryhill.com/soft-chocolate-chip-cookies/,"Electric mixer with paddle attachment, baking sheets, parchment paper, wire racks, cookie scoop",3,2,1,Soft and slightly chewy with crispy edges air bubbles removed for a smooth texture,"firm,chewy,crispy,light and fluffy,creamy"
Chocolate Chip Cookies,Chocolate Chip Cookies,"1 3/4 cups all-purpose flour
1 tsp salt
½ tsp baking soda
175g / 12 tbsp unsalted butter, cubed
1/2 cup brown sugar, packed
1/2 cup caster sugar (granulated sugar)
1 egg
1 egg yolk
2 tsp vanilla extract
1 1/4 cups chocolate chips (separated)",350 F,"Preheat oven to 350°F (180°C). Line two trays with parchment paper.
Whisk together flour, salt, and baking soda.
Melt butter in the microwave until almost fully melted, then whisk to finish.
Whisk in brown and white sugars for 15 seconds.
Add egg, egg yolk, and vanilla extract, whisk for 15 seconds.
Mix in flour mixture until nearly incorporated.
Stir in 1 cup of chocolate chips, mix until fully incorporated. Let batter rest for 5 minutes to firm up.
Scoop dough into balls (large cookies: 3 tbsp each, small cookies: 1.5 tbsp each), place on trays and top with extra chocolate chips.
Bake large cookies for 8 minutes, rotate, then bake 3 more minutes. Small cookies: bake 6 minutes, rotate, then bake 3 more minutes.
Cool cookies on tray before transferring to a rack.",Puffed and pale golden with golden edges. Cookies firm up as they cool.,https://www.recipetineats.com/chocolate-chip-cookies/,"Microwave, whisk, baking trays, parchment paper, ice cream scoop",7,5,12,Puffed and pale golden with golden edges Cookies firm up as they cool,"firm,creamy"
Chocolate Chip Cookies,Incredibly Soft Chocolate Chip Cookies,"2 sticks room temperature butter (salted)
3/4 cup brown sugar
3/4 cup white sugar
2 large eggs
2 tsp vanilla
3 cups flour
1 tsp baking soda
1 tsp baking powder
1/2 tsp salt
2 cups chocolate chips (milk chocolate preferred)",350 F,"Preheat oven to 350°F.
In a stand mixer or with a handheld electric mixer, beat butter, brown sugar, white sugar, eggs, and vanilla for 3 minutes.
Add flour, baking soda, baking powder, and salt, mixing until combined without over-mixing.
Stir in chocolate chips.
Roll dough into 2-tablespoon sized balls and place 12 on a greased cookie sheet.
Bake for 10-11 minutes until edges are set. Do not overbake.
Cool on the sheet for 3 minutes, then transfer to a wire rack to finish cooling.",Soft and chewy with set edges. Milk chocolate chips enhance sweetness.,https://amberskitchencooks.com/incredibly-soft-chocolate-chip-cookies/,"Stand mixer or handheld electric mixer, cookie sheet, wire rack",3,2,2,Soft and chewy with set edges Milk chocolate chips enhance sweetness,"chewy,creamy"
Chocolate Chip Cookies,Easy Soft Chewy Chocolate Chip Cookies,"1/2 cup stick butter, melted
3/4 cup light brown sugar, packed
1/4 cup granulated sugar
2 tablespoons golden syrup (or coconut syrup, agave, rice malt syrup, maple syrup, or honey)
2 teaspoons pure vanilla extract
1 egg
1 1/2 cups all-purpose flour (up to 1/4 cup extra as needed)
1/4 teaspoon baking soda
1/3 teaspoon salt
3/4 cup chocolate chips (divided)",350 F,"Preheat oven to 350°F. Melt butter until half soft and half melted.
Beat butter with brown sugar and granulated sugar until creamy and pale.
Add syrup, vanilla, and egg, beat until just mixed.
Add flour, baking soda, and salt, mixing until combined. Add extra flour as needed to firm up the dough.
Fold in half of the chocolate chips.
Scoop dough into 18-20 balls and arrange on a parchment-lined baking sheet. Press remaining chocolate chips onto the tops.
Bake for 10-11 minutes until edges are golden and cookies are puffed.
Cool on the baking sheet for 30 minutes.",Soft and chewy with puffed centers and golden edges. Avoid overbaking for best texture.,https://cafedelites.com/easy-soft-chewy-chocolate-chip-cookies/,"Microwave, mixing bowls, baking sheet, parchment paper",6,3,2,Soft and chewy with puffed centers and golden edges Avoid overbaking for best texture,"chewy,creamy"
Chocolate Chip Cookies,Soft Chocolate Chip Cookies,"2 3/4 cups (349g) all-purpose flour
1 teaspoon baking soda
1 teaspoon baking powder
2 teaspoons cornstarch
1 teaspoon fine sea salt
10 tablespoons (142g) unsalted butter, at cool room temperature
1/4 cup (50g) cream cheese, at room temperature
1 1/4 cups (250g) brown sugar
1/2 cup (100g) granulated sugar
1 1/2 teaspoons vanilla
2 large eggs, at cool room temperature
2 cups (340g) semi-sweet chocolate chips",350 F,"If baking right away, preheat oven to 350°F. Line baking sheets with parchment paper.
In a medium bowl, whisk together flour, baking soda, baking powder, cornstarch, and salt.
In a mixer, beat butter, cream cheese, granulated sugar, and brown sugar on medium-high speed until light and creamy (about 2 minutes).
Add vanilla and eggs one at a time, beating well after each addition.
Slowly mix in flour mixture, then stir in chocolate chips.
If time permits, refrigerate dough for 2-72 hours. Let dough soften slightly before scooping.
Drop 1 1/2-tablespoon balls of dough onto baking sheets. Bake for 10-11 minutes until barely golden brown.
Cool for 5 minutes on the baking sheet before transferring to wire racks.","Soft and chewy, with enhanced flavor and texture if dough is chilled before baking.",https://handletheheat.com/soft-chocolate-chip-cookies/,"Electric mixer, baking sheets, parchment paper, wire racks, spring-loaded scoop",11,8,5,Soft and chewy with enhanced flavor and texture if dough is chilled before baking,"chewy,creamy"
Chocolate Chip Cookies,Super Soft Chocolate Chip Cookies,"1/2 cup unsalted butter, softened
1/2 cup granulated sugar
1/2 cup light brown sugar
1 large egg
1 1/2 tsp vanilla extract
1/2 tsp salt
1/2 tsp baking soda
3/4 tsp baking powder
1 3/4 cups all-purpose flour
1 cup semi-sweet chocolate chips",350 F,"In a large bowl or stand mixer, cream together butter and sugars until light and fluffy.
Mix in egg and vanilla, followed by salt, baking soda, and baking powder.
Mix in flour until fully incorporated, then stir in chocolate chips by hand.
Chill cookie dough for at least 1-2 hours.
Preheat oven to 350°F. Line a rimmed baking sheet with a silicone mat. Scoop 3-tbsp balls of dough, spacing 2-3 inches apart on the sheet.
Bake for 12-13 minutes. Cool on the pan for 3-5 minutes, then transfer to a wire rack to cool completely.
Store in an airtight container for several days or freeze for later.",Super soft with light and fluffy centers. Best when chilled before baking.,https://www.bakedbyrachel.com/super-soft-chocolate-chip-cookies/,"Stand mixer, large cookie scoop, silicone baking mat, wire rack",7,4,2,Super soft with light and fluffy centers Best when chilled before baking,"soft,light and fluffy,creamy"
Chocolate Chip Cookies,Giant Chewy Chocolate Chip Cookies,"2 ⅓ cups all-purpose flour
1 teaspoon baking soda
1 tablespoon cornstarch
½ teaspoon salt
1 tablespoon vanilla extract
¾ cup unsalted butter, melted and cooled
1 cup brown sugar
½ cup granulated sugar
1 egg, room temperature
1 egg yolk, room temperature
1 ½ cups semi-sweet chocolate chips",325 F,"Whisk together melted butter, brown sugar, and granulated sugar for 2 minutes.
Whisk in vanilla extract, egg, and egg yolk until light and creamy.
Add flour, baking soda, cornstarch, and salt, mixing just until combined.
Stir in chocolate chips.
Scoop 1/4 cup of dough per cookie, roll into smooth balls, and chill for 1 hour in the fridge or 30 minutes in the freezer.
Preheat oven to 325°F. Bake cookies 3 inches apart on parchment-lined baking sheets for 12-15 minutes until edges are golden and centers slightly underbaked.
Cool on the sheet for 5 minutes, then transfer to wire racks to cool completely.",Crispy edges with a slightly underbaked center. Best served chilled before baking.,https://www.momontimeout.com/giant-chewy-chocolate-chip-cookies_28/,"Whisk, baking sheet, parchment paper or silicone mat, wire racks",9,6,3,Crispy edges with a slightly underbaked center Best served chilled before baking,"light and fluffy,creamy"
Chocolate Chip Cookies,Crispy Chocolate Chip Cookies,"1 cup (130g) all-purpose flour, spooned and leveled
1/2 tsp baking soda
1/2 tsp kosher salt
1/2 cup (110g) unsalted butter, melted and cooled
3/4 cup (150g) granulated sugar
1 tbsp pure maple syrup
1 tsp vanilla extract
1 large egg yolk
1 tbsp milk
3.5oz 85% cocoa dark chocolate bar, chopped
Flaky sea salt for sprinkling",350 F,"Preheat oven to 350°F. Line a baking sheet with parchment paper.
In a medium bowl, whisk together flour, baking soda, and salt. Set aside.
In a large mixing bowl, whisk together butter, sugar, and maple syrup, followed by milk, egg yolk, and vanilla.
Fold in dry ingredients using a spatula, then stir in chopped chocolate.
Scoop 3-tbsp balls of dough onto the baking sheet, spacing well apart. Bake 3-4 cookies at a time.
Bake for 12-15 minutes until edges are golden brown. Sprinkle with flaky sea salt.
Cool on a rack until crisp and chewy.","Crispy and chewy, spreads significantly while baking. Best when cooled completely.",https://butternutbakeryblog.com/crispy-chocolate-chip-cookies/,"Baking sheet, food scale, large cookie scoop, parchment paper",4,1,2,Crispy and chewy spreads significantly while baking Best when cooled completely,"chewy,creamy"
Chocolate Chip Cookies,Crispy and Chewy Chocolate Chip Cookies,"3 cups all-purpose flour
1 teaspoon baking soda
3/4 teaspoon kosher salt
2 sticks unsalted butter, softened to room temperature
1 cup light brown sugar, packed
1 cup granulated sugar
2 large eggs
2 teaspoons pure vanilla extract
2 1/2 cups semisweet chocolate chips
1 teaspoon flaked sea salt (optional)",350 F,"In a small bowl, whisk together flour, baking soda, and salt. Set aside.
In a stand mixer with paddle attachment, beat butter, brown sugar, and granulated sugar on medium-high until light and creamy (about 3 minutes).
Add eggs and vanilla, mix on low until combined, scraping down the bowl as needed.
Mix in the flour mixture on low until just combined. Stir in chocolate chips.
Refrigerate the dough for 20 minutes while preheating the oven.
Grease or line a sheet pan with parchment or a Silpat mat. Scoop heaping tablespoons of dough, roughly the size of a golf ball, and arrange on the sheet.
Bake for 9-12 minutes until edges turn golden brown and centers remain pale.
Tap the pan on the counter to deflate cookies, sprinkle with sea salt if desired, and cool on the sheet for 5 minutes before transferring to a rack.","Crispy edges with chewy centers, crinkled edges from tapping the pan after baking.",https://inquiringchef.com/crispy-and-chewy-chocolate-chip-cookies/,"Stand mixer, mixing bowls, half sheet pan, parchment paper or Silpat mat",3,2.5,2,Crispy edges with chewy centers crinkled edges from tapping the pan after baking,"chewy,creamy"
Chocolate Chip Cookies,Crispy Crunchy Chocolate Chip Cookies,"2 1/2 cups flour
1 teaspoon baking soda
1 teaspoon salt
1 cup butter, softened
1 1/4 cups white granulated sugar
1/4 cup packed brown sugar
1 1/2 teaspoons vanilla
1 egg
2 cups chocolate chips",375 F,"Preheat oven to 375°F. Line cookie sheets with parchment paper.
Cream together butter and sugar until light and fluffy. Mix in egg and vanilla.
Beat in flour, baking soda, and salt.
Fold in chocolate chips by hand.
Roll heaping tablespoons of dough into balls, placing 12 per cookie sheet. Use the bottom of a glass to flatten each cookie (wet the glass if dough sticks).
Bake for 9-11 minutes until golden brown.
Cool cookies on the sheets completely before serving.","Crispy and crunchy, with a strong buttery flavor due to the lower amount of brown sugar.",https://www.thekitchenmagpie.com/chocolate-chip-cookie-recipe-crispy-crunchy-delights/,"Mixing bowls, parchment paper, cookie sheets, glass for flattening cookies",2.5,2,1,Crispy and crunchy with a strong buttery flavor due to the lower amount of brown sugar,"firm,creamy"
Chocolate Chip Cookies,Crispy Chocolate Chip Cookies,"1 ¼ cups (155g) all-purpose flour
2 tablespoons (16g) cornstarch
¾ teaspoon baking soda
½ teaspoon salt
½ cup unsalted butter, melted
½ cup (100g) granulated sugar
⅓ cup (67g) packed brown sugar
1 large egg yolk
2 tablespoons nonfat milk
1 teaspoon vanilla extract
1 cup (160g) mini chocolate chips",375 F,"Preheat oven to 375°F. Line cookie sheets with silicone baking mats or parchment paper.
In a medium bowl, whisk together flour, cornstarch, baking soda, and salt. Set aside.
Stir together melted butter, granulated sugar, and brown sugar until smooth.
Add egg yolk, milk, and vanilla, stir until smooth.
Stir in dry ingredients, then fold in mini chocolate chips.
Scoop 1-tablespoon sized cookie dough balls onto prepared sheets, 3 inches apart.
Bake for 16-20 minutes until golden brown. Let cool for 10 minutes on sheets. Cookies will become crunchy as they cool.",Crispy and crunchy with golden brown tops. Best enjoyed after cooling for full crispiness.,https://www.crazyforcrust.com/crispy-chocolate-chip-cookies/,"Mixing bowls, whisk, silicone baking mats or parchment paper, cookie scoop",5,4,2,Crispy and crunchy with golden brown tops Best enjoyed after cooling for full crispiness,"firm,chewy,creamy"
Chocolate Chip Cookies,Thin Crispy Chocolate Chip Cookies,"1 1/3 cups (169g) all-purpose flour
1/2 teaspoon baking soda
1/4 teaspoon fine salt
1 stick (113g) unsalted butter, melted and cooled
1/2 cup (100g) granulated sugar
1/3 cup (67g) packed light brown sugar
2 tablespoons light corn syrup or golden syrup
1 large egg, room temperature
1 tablespoon milk
2 teaspoons vanilla extract
1 cup (170g) semisweet chocolate chips",350 F,"Preheat oven to 350°F. Line baking sheets with parchment paper.
In a medium bowl, whisk together flour, baking soda, and salt.
In a large bowl, vigorously beat melted butter, granulated sugar, brown sugar, and corn syrup until well combined.
Add egg, milk, and vanilla, beat until well combined.
Gradually add flour mixture and stir until just combined. Stir in chocolate chips. Dough will be sticky and loose.
Scoop 1 1/2-tablespoon balls of dough onto sheets, spacing 2 1/2 inches apart.
Bake for 12 minutes until golden brown and flat, rotating halfway.
Cool on sheets for 5 minutes, then transfer to wire racks to cool completely.","Thin, crispy, and golden brown with flat, crunchy edges. Best enjoyed cooled.",https://handletheheat.com/thin-crispy-chocolate-chip-cookies/,"Mixing bowls, spatula, baking sheets, parchment paper, wire racks, spring-loaded scoop",2.67,2,1,Thin crispy and golden brown with flat crunchy edges Best enjoyed cooled,"firm,chewy,crispy,creamy"
Chocolate Chip Cookies,Crispy Chocolate Chip Cookies,"1 1/2 cups (188g) all-purpose flour
1/2 teaspoon baking soda
1/2 teaspoon salt
10 tablespoons (142g) unsalted butter, melted and slightly cooled
1/2 cup (100g) granulated sugar
1/4 cup (50g) packed light or dark brown sugar
2 tablespoons (43g) honey or light corn syrup
1 large egg yolk
2 tablespoons (30ml) milk
2 teaspoons pure vanilla extract
1 1/4 cups (225g) semi-sweet chocolate chips",375 F,"Preheat oven to 375°F. Line baking sheets with parchment or silicone mats. 
In a large bowl, whisk together flour, baking soda, and salt.
In another bowl, whisk together melted butter, granulated sugar, brown sugar, honey, egg yolk, milk, and vanilla until combined.
Mix wet ingredients into dry ingredients until fully combined. Fold in chocolate chips.
Roll dough into balls, 1 tablespoon each, and arrange on baking sheets 2 inches apart.
Bake for 10-11 minutes until browned. Cool on the sheet for 3 minutes before transferring to a wire rack to cool completely. Cookies crisp up as they cool.",Thin and crispy cookies with browned edges. Chill dough for thicker cookies with softer centers.,https://sallysbakingaddiction.com/crispy-chocolate-chip-cookies/,"Mixing bowls, whisk, baking sheets, silicone mats or parchment paper, cooling rack",6,5,5,Thin and crispy cookies with browned edges Chill dough for thicker cookies with softer centers,"soft,firm,crispy,thick,creamy"
